Id,SalePrice
1912,273984.26
1913,161950.56
1914,85005.0
1915,296447.97
1916,78904.5
1917,257704.68
1918,134465.35
1919,156408.8
1920,218425.64
1921,379203.05
1922,270221.12
1923,212255.65
1924,210039.1
1925,221054.4
1926,375685.57
1927,139062.5
1928,144462.5
1929,122282.0
1930,139257.0
1931,146366.9166666667
1932,158014.86
1933,182445.5
1934,183090.0
1935,179135.85
1936,184936.4
1937,186590.6
1938,191375.32
1939,263895.14
1940,180839.42
1941,181046.0
1942,190392.55
1943,182409.43
1944,309914.35
1945,350073.76
1946,158275.5
1947,289324.43
1948,174666.55
1949,226210.0
1950,169754.19
1951,244514.7
1952,215290.26
1953,157681.5
1954,194261.25
1955,141620.0
1956,266146.03
1957,174517.55
1958,289426.26
1959,151716.9
1960,121232.75
1961,117978.0
1962,89730.0
1963,107293.5
1964,109431.68
1965,143502.53
1966,142401.5
1967,259361.19
1968,431834.88
1969,380554.42
1970,407199.92
1971,391672.16
1972,319790.37
1973,296897.71
1974,302816.37
1975,445673.56
1976,244500.7
1977,366360.9
1978,398206.85
1979,334914.5
1980,193251.91
1981,287043.31
1982,201290.49
1983,201950.47
1984,160976.0
1985,198982.47
1986,200524.39
1987,184374.47
1988,178518.2
1989,195895.9
1990,214786.0
1991,254577.07
1992,208522.52
1993,172122.91
1994,241865.66
1995,183862.22
1996,262448.8
1997,291282.98
1998,337049.83
1999,258885.38
2000,296822.83
2001,278261.3
2002,243382.17
2003,271647.31
2004,283064.01
2005,218309.85
2006,233838.58
2007,264426.91
2008,207927.53
2009,200023.5
2010,186746.65
2011,165513.29
2012,171481.62
2013,185205.4
2014,192329.5
2015,191490.65
2016,199215.75
2017,200049.1
2018,128503.82
2019,133788.8333333333
2020,116944.0
2021,109340.0
2022,174623.1
2023,169366.05
2024,250565.01
2025,310906.53
2026,182123.53
2027,151092.52
2028,166973.52
2029,170064.0
2030,252661.37
2031,199449.75
2032,228021.81
2033,232090.3
2034,161371.64
2035,215337.0
2036,170770.28
2037,169720.28
2038,211751.1
2039,187982.05
2040,286470.31
2041,244754.2
2042,205752.75
2043,161322.75
2044,183038.02
2045,196666.15
2046,152700.23
2047,158680.04
2048,135043.5
2049,141790.25
2050,169000.89
2051,98608.0
2052,139863.75
2053,144356.5
2054,91986.54
2055,153767.6
2056,133821.25
2057,121955.0
2058,229963.25
2059,123429.5
2060,161408.55
2061,176517.44
2062,135410.0
2063,111534.0
2064,140152.5
2065,118178.75
2066,182145.7
2067,144292.64
2068,167394.62
2069,100748.5
2070,118681.0
2071,100037.54
2072,141976.78
2073,138587.0
2074,162051.0
2075,143106.75
2076,118621.1
2077,145315.5
2078,130072.0
2079,124273.0
2080,119503.0
2081,113944.88
2082,141039.42
2083,150611.18
2084,116728.5
2085,134695.0
2086,136119.54
2087,133558.5
2088,112104.07
2089,80976.04
2090,138331.8
2091,144656.91
2092,153960.04
2093,144110.84
2094,101526.5
2095,151195.34
2096,86890.0
2097,95941.58
2098,157302.27
2099,77378.0
2100,127802.97
2101,133462.67
2102,127891.36
2103,108194.0
2104,130129.17
2105,133373.72
2106,97103.5
2107,212256.46
2108,129209.0
2109,132012.25
2110,126380.75
2111,147366.37
2112,144829.5
2113,118479.66
2114,101770.2
2115,154512.0
2116,121206.5
2117,152930.79
2118,109766.5
2119,102211.5
2120,114287.12
2121,119258.0
2122,115627.54
2123,89797.5
2124,145706.5
2125,147221.5
2126,144682.48
2127,162234.9
2128,131897.16
2129,96369.0
2130,150481.38
2131,163162.05
2132,124262.0
2133,121923.5
2134,118657.0
2135,109709.0
2136,87487.0
2137,129906.5
2138,135851.0
2139,153299.1
2140,134208.32
2141,143252.6
2142,137246.75
2143,149644.35
2144,113844.5
2145,135135.5
2146,154709.6
2147,157693.0
2148,132368.72
2149,135074.99
2150,205205.55
2151,94570.5
2152,210625.5
2153,152781.34
2154,112706.5
2155,129289.08
2156,273337.51
2157,232604.51
2158,222308.9
2159,206218.05
2160,164184.77
2161,252301.07
2162,414667.07
2163,352792.32
2164,224602.99
2165,182865.9
2166,147058.7666666667
2167,215866.26
2168,210100.75
2169,189689.5
2170,219364.64
2171,145520.14
2172,149888.0
2173,184839.98
2174,257035.45
2175,255742.29
2176,309739.92
2177,264685.29
2178,204033.0
2179,139263.83333333334
2180,239351.44
2181,197218.73
2182,251000.99
2183,200368.6
2184,139315.0
2185,135337.5
2186,143413.0
2187,150907.6
2188,151736.48
2189,286983.3
2190,87347.5
2191,90569.0
2192,102734.5
2193,100716.0
2194,105547.5
2195,114155.25
2196,113692.64
2197,115025.92
2198,144028.4
2199,158593.53
2200,119409.0
2201,126476.92
2202,167719.52
2203,153847.18
2204,186514.75
2205,109623.91
2206,130884.6
2207,170745.5
2208,207746.5
2209,219491.5
2210,130740.5
2211,118144.5
2212,121681.38
2213,109154.54
2214,149533.32
2215,108144.0
2216,152507.97
2217,88070.5
2218,92019.24
2219,90568.54
2220,90826.08
2221,297422.07
2222,245571.71
2223,333304.51
2224,250033.72
2225,149299.1
2226,227603.48
2227,210788.64
2228,250327.06
2229,229523.4
2230,172584.67
2231,231453.81
2232,201107.8
2233,188278.72
2234,201461.82
2235,225373.66
2236,260547.34
2237,358443.85
2238,206923.92
2239,139789.2
2240,166307.64
2241,154513.6
2242,142303.0
2243,129190.64
2244,104923.0
2245,103280.5
2246,138647.25
2247,97425.0
2248,120432.0
2249,122400.5
2250,135492.0
2251,147117.85
2252,185356.5
2253,157368.96
2254,181540.55
2255,191627.9
2256,177019.85
2257,225033.78
2258,168307.44
2259,181984.99
2260,154705.5
2261,172519.45
2262,186668.45
2263,326760.65
2264,430313.34
2265,190744.55
2266,235678.39
2267,308729.14
2268,347190.71
2269,168660.0
2270,169383.14
2271,201302.85
2272,187772.38
2273,166390.16
2274,171875.42
2275,172150.41
2276,165782.0
2277,185520.77
2278,160853.9
2279,125716.6
2280,125377.0
2281,191505.8
2282,190667.34
2283,99045.0
2284,113275.16
2285,135832.5
2286,127223.5
2287,333493.89
2288,289555.04
2289,378958.19
2290,411228.07
2291,339514.83
2292,402572.73
2293,441598.06
2294,398962.7
2295,437431.27
2296,272683.68
2297,287460.43
2298,322067.67
2299,402274.42
2300,308557.35
2301,272406.95
2302,238251.85
2303,252461.81
2304,253776.29
2305,199455.03
2306,198514.61
2307,195338.04
2308,219769.9
2309,264300.51
2310,201091.26
2311,188799.5
2312,184351.89
2313,180226.5
2314,174582.84
2315,178919.05
2316,237159.64
2317,181103.97
2318,182196.0
2319,176623.72
2320,205238.83
2321,201621.48
2322,175503.98
2323,148580.91
2324,162389.83
2325,225320.6
2326,164141.94
2327,207654.25
2328,216546.8
2329,183522.7
2330,180894.4
2331,369151.89
2332,351987.2
2333,290175.8
2334,281571.82
2335,258359.84
2336,298197.91
2337,233173.27
2338,249825.47
2339,238973.13
2340,388392.97
2341,252128.49
2342,226050.27
2343,222966.5
2344,255452.78
2345,245343.24
2346,206773.93
2347,194066.77
2348,227824.64
2349,190071.64
2350,276307.2
2351,245946.78
2352,276547.4
2353,312430.52
2354,140445.0
2355,138195.73
2356,151034.0
2357,212925.38
2358,205265.28
2359,124431.04
2360,122380.5
2361,141813.5
2362,269384.2
2363,140587.5
2364,144658.79
2365,195271.73
2366,164281.63
2367,235367.05
2368,194421.45
2369,240266.24
2370,174436.0
2371,169873.0
2372,188420.14
2373,241690.82
2374,273353.68
2375,210205.81
2376,244716.07
2377,286656.98
2378,144540.5
2379,188289.5
2380,136964.5
2381,157755.5
2382,191730.45
2383,221403.4
2384,236522.47
2385,152756.0
2386,139318.0
2387,134820.75
2388,117182.0
2389,133912.2
2390,138767.5
2391,130365.8
2392,122143.5
2393,155241.0
2394,139881.0
2395,188818.0
2396,145008.5
2397,222923.82
2398,133417.1
2399,63415.0
2400,62722.5
2401,120892.5
2402,136253.0
2403,132859.23
2404,145218.5
2405,160028.0
2406,128010.0
2407,124524.5
2408,135159.5
2409,138717.5
2410,174549.7
2411,116687.5
2412,136108.5
2413,135986.0
2414,132611.89
2415,129283.63
2416,114628.25
2417,126811.25
2418,129240.5
2419,127089.36
2420,121334.6
2421,148992.05
2422,115442.5
2423,159800.34
2424,193280.87
2425,283176.49
2426,130337.75
2427,142590.92
2428,163685.34
2429,117059.0
2430,122426.0
2431,108449.0
2432,135601.5
2433,137844.5
2434,140256.5
2435,150817.5
2436,105972.0
2437,110997.5
2438,117863.0
2439,119720.5
2440,118619.0
2441,102311.0
2442,107236.0
2443,123614.2
2444,137512.42
2445,103000.0
2446,149481.42
2447,162654.5
2448,170824.34
2449,121366.04
2450,147469.0
2451,126416.76
2452,179615.9
2453,108768.0
2454,137985.64
2455,116627.5
2456,129192.68
2457,118144.04
2458,111263.54
2459,113896.5
2460,127367.84
2461,122544.0
2462,140725.84
2463,115158.0
2464,182633.29
2465,123596.04
2466,110354.0
2467,130052.14
2468,92854.04
2469,95188.38
2470,177628.7
2471,198261.9
2472,179478.29
2473,124688.0
2474,112523.44
2475,200512.0
2476,115884.24
2477,124439.0
2478,165072.0
2479,115819.5
2480,148916.1
2481,118478.5
2482,127304.94
2483,116299.5
2484,125260.6
2485,123971.5
2486,158111.22
2487,206245.13
2488,125949.18
2489,146903.6
2490,152474.5
2491,110782.0
2492,189006.15
2493,138090.5
2494,187995.0
2495,110218.5
2496,247705.46
2497,143427.58
2498,112184.5
2499,108171.84
2500,131414.34
2501,127458.5
2502,155178.59
2503,112815.18
2504,217686.57
2505,206386.0
2506,264718.53
2507,357668.1
2508,261377.11
2509,232801.3
2510,221651.42
2511,189071.07
2512,218967.29
2513,213171.56
2514,218626.8
2515,149093.0
2516,166302.19
2517,137872.6
2518,130510.0
2519,225584.16
2520,208389.5
2521,192110.9
2522,206653.23
2523,126521.5
2524,143186.0
2525,148796.1
2526,141963.27
2527,115444.0
2528,130878.5
2529,125460.04
2530,129173.0
2531,247643.91
2532,223615.21
2533,203629.35
2534,233723.8
2535,266196.2
2536,222538.5
2537,207103.14
2538,181358.42
2539,182783.3
2540,182793.49
2541,178002.1
2542,176788.68
2543,125951.0
2544,136258.0
2545,132740.5
2546,145814.0
2547,141082.92
2548,161440.39
2549,162745.35
2550,472281.19
2551,146983.97
2552,126963.2
2553,91128.5
2554,122422.65
2555,115024.5
2556,107054.0
2557,113274.0
2558,171619.0
2559,129148.68
2560,120361.54
2561,106292.66
2562,132444.58
2563,149292.96
2564,168134.0
2565,122559.0
2566,165990.25
2567,112510.52
2568,196542.1
2569,188077.2
2570,129796.5
2571,230402.57
2572,144735.66
2573,217689.15
2574,242818.74
2575,125525.0
2576,144181.54
2577,169693.03
2578,95444.0
2579,82513.0
2580,143043.67
2581,135890.75
2582,117658.5
2583,255378.65
2584,152070.44
2585,230540.87
2586,200642.62
2587,189749.3
2588,126626.6
2589,142338.42
2590,230091.4
2591,232424.85
2592,233985.5
2593,239888.93
2594,175571.89
2595,197589.6
2596,352235.82
2597,210678.6
2598,279202.81
2599,323513.83
2600,321638.77
2601,143255.1
2602,91720.0
2603,93275.0
2604,89854.5
2605,99780.0
2606,149327.9
2607,166789.29
2608,245291.27
2609,167526.35
2610,112245.5
2611,151912.24
2612,151078.41
2613,123222.75
2614,124496.0
2615,134748.25
2616,140356.0
2617,201348.0
2618,175782.5
2619,212808.42
2620,182682.05
2621,180356.65
2622,201385.0
2623,244325.05
2624,342204.53
2625,290598.07
2626,169658.85
2627,175915.73
2628,379922.6
2629,384057.88
2630,324480.48
2631,418786.94
2632,364679.67
2633,274214.67
2634,374160.58
2635,148670.2
2636,191078.78
2637,151795.5
2638,242317.3
2639,179311.05
2640,152878.5
2641,109431.0
2642,235607.46
2643,111542.16
2644,130642.54
2645,99317.54
2646,88535.0
2647,95731.0
2648,137691.7
2649,138857.0
2650,133755.1
2651,146015.1
2652,390328.95
2653,244575.04
2654,309530.05
2655,346856.2
2656,312740.05
2657,262688.24
2658,289049.8
2659,301563.43
2660,340195.56
2661,304585.43
2662,307031.17
2663,277851.39
2664,255650.04
2665,264873.44
2666,278521.0
2667,169953.39
2668,175688.84
2669,181912.6
2670,292490.06
2671,178675.75
2672,185077.17
2673,208263.0
2674,212154.22
2675,152930.82
2676,186712.38
2677,202827.22
2678,283629.95
2679,257404.24
2680,285313.5
2681,355189.78
2682,322937.64
2683,432987.83
2684,288890.35
2685,340357.44
2686,267182.19
2687,251649.24
2688,222191.86
2689,194665.87
2690,384175.03
2691,205311.64
2692,132282.42
2693,196138.19
2694,131740.72
2695,195200.21
2696,180488.08
2697,214580.65
2698,199391.0
2699,182737.97
2700,172982.16
2701,157451.19
2702,128133.0
2703,144315.88
2704,146638.09
2705,126699.32
2706,121523.0
2707,127767.5
2708,134704.75
2709,111486.0
2710,122068.6
2711,271204.3
2712,351229.19
2713,154604.14666666667
2714,150949.18
2715,171368.8
2716,147952.1
2717,182450.42
2718,222358.66
2719,151410.5
2720,159687.5
2721,143378.5
2722,166165.63
2723,143761.2
2724,122331.0
2725,132786.5
2726,146112.5
2727,177437.03
2728,167367.0
2729,164459.0
2730,146431.25
2731,112274.0
2732,120490.5
2733,168650.5
2734,164725.34
2735,127379.5
2736,159527.5
2737,117200.25
2738,146913.85
2739,150221.0
2740,143896.5
2741,142948.0
2742,148586.5
2743,151701.5
2744,138890.0
2745,138518.5
2746,129937.25
2747,167929.5
2748,124428.0
2749,128427.0
2750,135901.5
2751,123523.75
2752,255521.48
2753,143240.07
2754,338726.34
2755,123260.0
2756,110774.34
2757,83081.0
2758,88432.04
2759,155111.0
2760,168652.17
2761,145666.5
2762,141405.0
2763,190111.5
2764,148323.46
2765,263548.72
2766,150852.45
2767,95442.0
2768,130410.0
2769,115490.0
2770,135474.0
2771,120828.0
2772,118993.75
2773,161100.03
2774,142834.99
2775,167961.43
2776,135129.34
2777,132273.45
2778,97744.04
2779,131324.06
2780,113095.5
2781,105121.0
2782,96331.0
2783,105598.74
2784,123271.54
2785,152773.18
2786,71374.0
2787,119137.0
2788,85063.0
2789,172183.78
2790,94672.04
2791,128138.5
2792,86680.0
2793,190559.0
2794,102978.08
2795,113046.2
2796,98352.0
2797,213111.77
2798,118976.08
2799,116093.16
2800,74246.0
2801,113632.5
2802,131207.21
2803,174788.94
2804,169634.65
2805,106670.0
2806,80711.5
2807,134283.25
2808,146977.0
2809,124597.0
2810,137858.0
2811,168619.0
2812,145358.3
2813,194007.03
2814,189117.41
2815,111384.5
2816,237377.3
2817,151743.6
2818,125448.5
2819,154539.69
2820,144139.6
2821,112922.34
2822,195363.8
2823,310179.21
2824,180371.97
2825,167418.13
2826,138293.0
2827,137898.37
2828,228004.91
2829,215760.87
2830,251585.49
2831,189285.2
2832,242406.82
2833,239928.42
2834,227054.58
2835,220083.79
2836,190618.65
2837,156139.5
2838,149222.5
2839,181755.15
2840,198976.95
2841,198621.9
2842,215913.55
2843,147174.5
2844,152444.49
2845,123281.54
2846,211359.1
2847,203927.0
2848,185604.86
2849,210333.66
2850,267828.25
2851,237872.61
2852,265113.39
2853,221796.65
2854,136154.2
2855,188068.04
2856,217276.75
2857,187784.38
2858,195812.27
2859,136308.46
2860,124394.0
2861,122749.0
2862,199961.48
2863,121648.25
2864,265767.0
2865,145842.0
2866,133197.0
2867,105713.5
2868,107059.0
2869,137459.66
2870,147774.5
2871,111409.84
2872,68745.5
2873,116091.5
2874,135782.89
2875,120375.84
2876,152757.18
2877,143138.54
2878,170361.0
2879,141645.0
2880,105900.34
2881,167134.14
2882,170000.37
2883,164681.0
2884,200981.19
2885,178241.27
2886,213311.85
2887,114725.0
2888,120969.54
2889,69467.0
2890,94313.0
2891,134265.76
2892,75862.0
2893,114874.68
2894,72780.0
2895,267512.42
2896,252428.17
2897,210261.6
2898,165376.44
2899,214125.3
2900,156427.0
2901,199429.1
2902,185890.72
2903,339470.45
2904,325707.13
2905,142310.85
2906,206797.48
2907,126396.82
2908,127173.5
2909,149983.05
2910,79765.0
2911,91640.0
2912,156564.5
2913,96412.0
2914,85472.5
2915,90535.0
2916,91783.0
2917,167491.72
2918,119085.04
2919,253692.03
